data,produto,preco_venda,custo,margem,canal,cidade,quantidade
2024-07-15,Rede Tradicional,94,55.52,38.48,Marketplace,Jardim de Piranhas-RN,2
2024-07-15,Rede Viagem,102,62.24,39.76,Marketplace,João Pessoa-PB,4
2024-07-15,Rede Infantil,80,35.36,44.64,Marketplace,Jardim de Piranhas-RN,4
2024-07-15,Rede Tradicional,105,44.7,60.3,Instagram,Brejo do Cruz-PB,4
2024-07-15,Rede Viagem,120,58.38,61.62,Loja Física,São Bento-PB,4
2024-07-15,Rede Casal,160,90.42,69.58,Marketplace,Fortaleza-CE,3
2024-07-15,Rede Infantil,66,35.32,30.68,Instagram,Fortaleza-CE,4
2024-07-16,Rede Luxo,238,132.36,105.64,Loja Física,Brejo do Cruz-PB,2
2024-07-16,Rede Infantil,72,43.58,28.42,Instagram,Jardim de Piranhas-RN,1
2024-07-16,Rede Casal,153,64.46,88.54,Site,Brejo do Cruz-PB,2
2024-07-16,Rede Casal,149,68.62,80.38,Loja Física,Jardim de Piranhas-RN,2
2024-07-16,Rede Tradicional,114,54.94,59.06,Site,Jardim de Piranhas-RN,1
2024-07-16,Rede Tradicional,93,49.96,43.04,Instagram,São Bento-PB,4
2024-07-16,Rede Casal,142,78.87,63.13,WhatsApp,Fortaleza-CE,4
2024-07-16,Rede Luxo,216,100.91,115.09,Marketplace,São Bento-PB,3
2024-07-16,Rede Tradicional,97,56.1,40.9,WhatsApp,Jardim de Piranhas-RN,2
2024-07-16,Rede Casal,137,80.18,56.82,Marketplace,Jardim de Piranhas-RN,3
2024-07-16,Rede Tradicional,83,57.38,25.62,Site,João Pessoa-PB,4
2024-07-16,Rede Luxo,217,140.93,76.07,Loja Física,João Pessoa-PB,3
2024-07-16,Rede Infantil,93,44.72,48.28,Loja Física,São Bento-PB,4
2024-07-16,Rede Luxo,213,112.22,100.78,Loja Física,Fortaleza-CE,2
2024-07-16,Rede Casal,156,68.03,87.97,WhatsApp,Brejo do Cruz-PB,1
2024-07-16,Rede Luxo,235,138.95,96.05,Marketplace,Brejo do Cruz-PB,2
2024-07-16,Rede Viagem,117,61.21,55.79,Instagram,Jardim de Piranhas-RN,3
2024-07-16,Rede Viagem,123,66.89,56.11,Site,Jardim de Piranhas-RN,3
2024-07-17,Rede Viagem,104,59.85,44.15,Loja Física,São Bento-PB,4
2024-07-17,Rede Casal,134,86.78,47.22,Loja Física,João Pessoa-PB,4
2024-07-17,Rede Luxo,220,115.01,104.99,WhatsApp,Jardim de Piranhas-RN,2
2024-07-17,Rede Tradicional,104,46.2,57.8,Marketplace,São Bento-PB,3
2024-07-17,Rede Luxo,226,99.21,126.79,Loja Física,Brejo do Cruz-PB,2
2024-07-17,Rede Tradicional,86,49.58,36.42,Instagram,Brejo do Cruz-PB,2
2024-07-17,Rede Luxo,223,136.63,86.37,Marketplace,João Pessoa-PB,1
2024-07-17,Rede Tradicional,91,41.92,49.08,Marketplace,Fortaleza-CE,3
2024-07-17,Rede Infantil,78,44.67,33.33,Loja Física,Brejo do Cruz-PB,1
2024-07-17,Rede Casal,139,87.38,51.62,Loja Física,Brejo do Cruz-PB,4
2024-07-18,Rede Tradicional,83,50.77,32.23,Marketplace,Brejo do Cruz-PB,2
2024-07-18,Rede Infantil,65,39.94,25.06,Marketplace,Fortaleza-CE,2
2024-07-18,Rede Tradicional,106,52.66,53.34,Loja Física,São Bento-PB,1
2024-07-18,Rede Infantil,71,44.97,26.03,Loja Física,Jardim de Piranhas-RN,3
2024-07-18,Rede Tradicional,81,53.56,27.44,Instagram,Jardim de Piranhas-RN,4
2024-07-18,Rede Tradicional,106,49.64,56.36,Instagram,Fortaleza-CE,2
2024-07-18,Rede Infantil,74,32.83,41.17,Marketplace,Brejo do Cruz-PB,1
2024-07-18,Rede Luxo,217,107.1,109.9,WhatsApp,João Pessoa-PB,3
2024-07-18,Rede Luxo,238,122.9,115.1,WhatsApp,Fortaleza-CE,4
2024-07-18,Rede Tradicional,103,48.03,54.97,Instagram,João Pessoa-PB,2
2024-07-19,Rede Infantil,72,44.12,27.88,Instagram,Jardim de Piranhas-RN,1
2024-07-19,Rede Tradicional,105,48.55,56.45,WhatsApp,Jardim de Piranhas-RN,2
2024-07-19,Rede Viagem,123,61.93,61.07,Loja Física,Fortaleza-CE,2
2024-07-19,Rede Luxo,212,123.17,88.83,Marketplace,Fortaleza-CE,1
2024-07-19,Rede Viagem,107,70.87,36.13,Marketplace,Jardim de Piranhas-RN,2
2024-07-19,Rede Tradicional,104,44.34,59.66,Loja Física,Jardim de Piranhas-RN,4
2024-07-19,Rede Infantil,63,33.98,29.02,Site,João Pessoa-PB,2
2024-07-19,Rede Infantil,80,35.78,44.22,Site,Jardim de Piranhas-RN,4
2024-07-19,Rede Tradicional,105,42.36,62.64,Marketplace,São Bento-PB,3
2024-07-20,Rede Viagem,117,61.96,55.04,Loja Física,Fortaleza-CE,1
2024-07-20,Rede Luxo,234,139.82,94.18,Marketplace,Brejo do Cruz-PB,2
2024-07-20,Rede Luxo,212,109.8,102.2,Instagram,Fortaleza-CE,4
2024-07-20,Rede Viagem,106,63.84,42.16,Marketplace,São Bento-PB,1
2024-07-20,Rede Viagem,128,65.87,62.13,Site,São Bento-PB,2
2024-07-20,Rede Viagem,133,67.82,65.18,Loja Física,São Bento-PB,4
2024-07-20,Rede Infantil,62,39.27,22.73,Marketplace,São Bento-PB,4
2024-07-20,Rede Infantil,77,40.84,36.16,Marketplace,Jardim de Piranhas-RN,3
2024-07-20,Rede Luxo,226,99.89,126.11,Loja Física,Brejo do Cruz-PB,1
2024-07-20,Rede Casal,140,71.33,68.67,Instagram,Fortaleza-CE,1
2024-07-20,Rede Viagem,127,68.71,58.29,WhatsApp,Brejo do Cruz-PB,4
2024-07-20,Rede Viagem,123,53.11,69.89,Marketplace,Jardim de Piranhas-RN,3
2024-07-20,Rede Viagem,101,49.89,51.11,Marketplace,São Bento-PB,4
2024-07-20,Rede Casal,144,85.57,58.43,Marketplace,Jardim de Piranhas-RN,3
2024-07-20,Rede Viagem,133,53.04,79.96,Marketplace,Fortaleza-CE,2
2024-07-20,Rede Luxo,226,112.58,113.42,WhatsApp,Brejo do Cruz-PB,4
2024-07-21,Rede Luxo,211,101.81,109.19,Loja Física,Brejo do Cruz-PB,1
2024-07-21,Rede Infantil,78,39.21,38.79,Loja Física,Fortaleza-CE,4
2024-07-21,Rede Tradicional,89,47.89,41.11,WhatsApp,Brejo do Cruz-PB,4
2024-07-21,Rede Tradicional,113,52.18,60.82,WhatsApp,João Pessoa-PB,1
2024-07-21,Rede Infantil,80,40.42,39.58,WhatsApp,Jardim de Piranhas-RN,1
2024-07-21,Rede Tradicional,85,41.79,43.21,Loja Física,Jardim de Piranhas-RN,3
2024-07-21,Rede Luxo,214,137.68,76.32,Instagram,Jardim de Piranhas-RN,3
2024-07-21,Rede Viagem,111,65.57,45.43,Instagram,Brejo do Cruz-PB,3
2024-07-21,Rede Luxo,219,114.25,104.75,Marketplace,Fortaleza-CE,3
2024-07-21,Rede Tradicional,89,42.44,46.56,Loja Física,Jardim de Piranhas-RN,4
2024-07-21,Rede Viagem,120,58.11,61.89,Loja Física,Jardim de Piranhas-RN,3
2024-07-21,Rede Casal,151,86.95,64.05,Loja Física,Jardim de Piranhas-RN,3
2024-07-21,Rede Casal,134,88.56,45.44,Site,Fortaleza-CE,2
2024-07-21,Rede Casal,155,68.28,86.72,WhatsApp,Brejo do Cruz-PB,3
2024-07-21,Rede Luxo,241,126.22,114.78,Marketplace,João Pessoa-PB,4
2024-07-21,Rede Infantil,92,35.43,56.57,Instagram,João Pessoa-PB,1
2024-07-21,Rede Luxo,223,113.16,109.84,Loja Física,Fortaleza-CE,2
2024-07-22,Rede Infantil,84,35.71,48.29,Instagram,Jardim de Piranhas-RN,3
2024-07-22,Rede Infantil,84,36.17,47.83,Loja Física,Jardim de Piranhas-RN,1
2024-07-22,Rede Tradicional,107,52.85,54.15,Marketplace,João Pessoa-PB,2
2024-07-22,Rede Luxo,215,103.12,111.88,Loja Física,Brejo do Cruz-PB,2
2024-07-22,Rede Luxo,228,140.56,87.44,Site,Fortaleza-CE,3
2024-07-22,Rede Tradicional,86,53.32,32.68,Loja Física,São Bento-PB,4
2024-07-22,Rede Casal,150,88.97,61.03,Instagram,Fortaleza-CE,4
2024-07-22,Rede Tradicional,83,52.14,30.86,Site,Fortaleza-CE,2
2024-07-22,Rede Luxo,227,136.6,90.4,Instagram,Jardim de Piranhas-RN,4
2024-07-22,Rede Viagem,122,50.52,71.48,Instagram,Fortaleza-CE,4
2024-07-22,Rede Luxo,235,141.85,93.15,WhatsApp,João Pessoa-PB,2
2024-07-22,Rede Casal,138,82.63,55.37,Instagram,Fortaleza-CE,4
2024-07-22,Rede Luxo,228,102.66,125.34,Site,São Bento-PB,4
2024-07-22,Rede Tradicional,107,57.95,49.05,Site,Jardim de Piranhas-RN,1
2024-07-22,Rede Casal,150,86.36,63.64,Marketplace,Fortaleza-CE,1
2024-07-22,Rede Casal,145,64.47,80.53,Loja Física,São Bento-PB,2
2024-07-22,Rede Casal,152,89.34,62.66,Instagram,Fortaleza-CE,4
2024-07-22,Rede Viagem,116,64.99,51.01,Loja Física,São Bento-PB,3
2024-07-22,Rede Viagem,131,62.66,68.34,Instagram,Brejo do Cruz-PB,4
2024-07-23,Rede Casal,149,79.36,69.64,Site,Fortaleza-CE,4
2024-07-23,Rede Luxo,216,140.97,75.03,WhatsApp,João Pessoa-PB,4
2024-07-23,Rede Casal,145,63.83,81.17,Instagram,João Pessoa-PB,3
2024-07-23,Rede Infantil,71,35.91,35.09,Instagram,Fortaleza-CE,4
2024-07-23,Rede Infantil,83,43.9,39.1,Marketplace,Brejo do Cruz-PB,2
2024-07-23,Rede Casal,131,63.6,67.4,Marketplace,São Bento-PB,1
2024-07-23,Rede Luxo,236,109.43,126.57,WhatsApp,João Pessoa-PB,2
2024-07-23,Rede Infantil,89,32.32,56.68,Loja Física,São Bento-PB,4
2024-07-23,Rede Luxo,244,109.71,134.29,Instagram,Fortaleza-CE,3
2024-07-23,Rede Viagem,100,53.86,46.14,Loja Física,São Bento-PB,3
2024-07-23,Rede Tradicional,94,56.43,37.57,Site,João Pessoa-PB,2
2024-07-23,Rede Casal,164,74.84,89.16,Site,João Pessoa-PB,3
2024-07-23,Rede Casal,150,90.99,59.01,Site,Brejo do Cruz-PB,1
2024-07-23,Rede Infantil,80,31.75,48.25,Loja Física,São Bento-PB,3
2024-07-23,Rede Casal,151,87.46,63.54,Marketplace,Brejo do Cruz-PB,3
2024-07-24,Rede Tradicional,82,40.9,41.1,WhatsApp,Brejo do Cruz-PB,1
2024-07-24,Rede Casal,155,69.21,85.79,Instagram,Jardim de Piranhas-RN,1
2024-07-24,Rede Luxo,229,127.33,101.67,WhatsApp,Fortaleza-CE,4
2024-07-24,Rede Luxo,243,128.69,114.31,WhatsApp,Jardim de Piranhas-RN,2
2024-07-24,Rede Tradicional,88,50.34,37.66,Site,Brejo do Cruz-PB,1
2024-07-24,Rede Casal,152,64.97,87.03,Instagram,São Bento-PB,2
2024-07-24,Rede Viagem,103,64.63,38.37,Marketplace,Fortaleza-CE,3
2024-07-24,Rede Infantil,93,35.06,57.94,Loja Física,Jardim de Piranhas-RN,1
2024-07-24,Rede Viagem,113,71.45,41.55,Loja Física,João Pessoa-PB,2
2024-07-24,Rede Tradicional,101,50.55,50.45,Marketplace,Brejo do Cruz-PB,1
2024-07-24,Rede Tradicional,105,49.17,55.83,Loja Física,Fortaleza-CE,3
2024-07-24,Rede Casal,142,85.1,56.9,Marketplace,Jardim de Piranhas-RN,4
2024-07-24,Rede Casal,144,76.73,67.27,WhatsApp,São Bento-PB,2
2024-07-24,Rede Casal,163,65.4,97.6,Loja Física,Jardim de Piranhas-RN,3
2024-07-24,Rede Viagem,114,66.13,47.87,Instagram,Jardim de Piranhas-RN,4
2024-07-25,Rede Luxo,215,119.89,95.11,Marketplace,São Bento-PB,3
2024-07-25,Rede Luxo,239,104.37,134.63,Loja Física,João Pessoa-PB,2
2024-07-25,Rede Luxo,227,138.56,88.44,Marketplace,São Bento-PB,4
2024-07-25,Rede Viagem,120,70.49,49.51,Site,São Bento-PB,4
2024-07-25,Rede Tradicional,114,44.21,69.79,Marketplace,Jardim de Piranhas-RN,2
2024-07-25,Rede Infantil,70,43.09,26.91,Marketplace,João Pessoa-PB,2
2024-07-25,Rede Viagem,130,63.95,66.05,Loja Física,Fortaleza-CE,2
2024-07-25,Rede Infantil,72,41.72,30.28,Instagram,Fortaleza-CE,2
2024-07-26,Rede Luxo,210,113.0,97.0,Marketplace,Fortaleza-CE,2
2024-07-26,Rede Infantil,60,32.84,27.16,Marketplace,Jardim de Piranhas-RN,1
2024-07-26,Rede Viagem,133,71.01,61.99,Marketplace,Jardim de Piranhas-RN,4
2024-07-26,Rede Viagem,111,53.7,57.3,Site,São Bento-PB,4
2024-07-26,Rede Casal,132,85.48,46.52,Instagram,João Pessoa-PB,2
2024-07-26,Rede Viagem,116,51.86,64.14,WhatsApp,João Pessoa-PB,1
2024-07-26,Rede Casal,164,90.87,73.13,Marketplace,Fortaleza-CE,2
2024-07-26,Rede Tradicional,102,54.63,47.37,Instagram,São Bento-PB,1
2024-07-26,Rede Luxo,219,135.84,83.16,Loja Física,Brejo do Cruz-PB,1
2024-07-27,Rede Infantil,72,45.01,26.99,WhatsApp,Fortaleza-CE,2
2024-07-27,Rede Casal,164,86.82,77.18,WhatsApp,São Bento-PB,2
2024-07-27,Rede Viagem,107,69.49,37.51,Marketplace,João Pessoa-PB,2
2024-07-27,Rede Tradicional,95,46.12,48.88,Marketplace,Brejo do Cruz-PB,4
2024-07-27,Rede Casal,147,66.4,80.6,WhatsApp,São Bento-PB,4
2024-07-27,Rede Viagem,115,58.24,56.76,Marketplace,Brejo do Cruz-PB,3
2024-07-27,Rede Luxo,237,119.62,117.38,Loja Física,Brejo do Cruz-PB,1
2024-07-27,Rede Tradicional,80,51.74,28.26,Instagram,São Bento-PB,4
2024-07-27,Rede Luxo,233,131.45,101.55,WhatsApp,Brejo do Cruz-PB,3
2024-07-28,Rede Casal,161,63.71,97.29,Site,Fortaleza-CE,4
2024-07-28,Rede Viagem,106,66.9,39.1,Instagram,Fortaleza-CE,1
2024-07-28,Rede Viagem,132,54.13,77.87,Instagram,Fortaleza-CE,2
2024-07-28,Rede Infantil,86,42.9,43.1,Site,Jardim de Piranhas-RN,4
2024-07-28,Rede Casal,142,77.01,64.99,Marketplace,Fortaleza-CE,3
2024-07-28,Rede Infantil,72,42.45,29.55,Site,São Bento-PB,2
2024-07-28,Rede Luxo,210,138.92,71.08,Instagram,João Pessoa-PB,4
2024-07-28,Rede Luxo,215,127.8,87.2,Site,Fortaleza-CE,2
2024-07-29,Rede Tradicional,88,44.18,43.82,Marketplace,Jardim de Piranhas-RN,1
2024-07-29,Rede Luxo,234,139.97,94.03,Marketplace,São Bento-PB,3
2024-07-29,Rede Luxo,227,104.41,122.59,WhatsApp,Jardim de Piranhas-RN,3
2024-07-29,Rede Casal,134,83.17,50.83,Site,Brejo do Cruz-PB,2
2024-07-29,Rede Luxo,211,121.72,89.28,Instagram,Fortaleza-CE,3
2024-07-29,Rede Tradicional,106,43.01,62.99,WhatsApp,São Bento-PB,3
2024-07-29,Rede Tradicional,84,54.15,29.85,Loja Física,Jardim de Piranhas-RN,1
2024-07-29,Rede Viagem,130,53.31,76.69,Instagram,Fortaleza-CE,1
2024-07-29,Rede Casal,139,74.64,64.36,Site,Jardim de Piranhas-RN,4
2024-07-29,Rede Infantil,90,39.78,50.22,Marketplace,São Bento-PB,3
2024-07-29,Rede Casal,163,68.14,94.86,Instagram,São Bento-PB,4
2024-07-29,Rede Tradicional,97,54.56,42.44,Site,João Pessoa-PB,2
2024-07-29,Rede Luxo,210,108.28,101.72,Site,Fortaleza-CE,2
2024-07-29,Rede Viagem,131,70.6,60.4,Marketplace,Brejo do Cruz-PB,1
2024-07-29,Rede Luxo,240,132.15,107.85,WhatsApp,São Bento-PB,1
2024-07-29,Rede Viagem,107,65.06,41.94,Loja Física,João Pessoa-PB,1
2024-07-29,Rede Tradicional,100,47.03,52.97,Instagram,São Bento-PB,4
2024-07-29,Rede Tradicional,105,41.13,63.87,WhatsApp,São Bento-PB,2
2024-07-29,Rede Infantil,74,44.53,29.47,Instagram,Jardim de Piranhas-RN,1
2024-07-30,Rede Infantil,94,39.13,54.87,Marketplace,Brejo do Cruz-PB,2
2024-07-30,Rede Tradicional,105,47.61,57.39,Loja Física,Jardim de Piranhas-RN,3
2024-07-30,Rede Casal,153,65.9,87.1,Marketplace,São Bento-PB,3
2024-07-30,Rede Luxo,216,111.49,104.51,Loja Física,Jardim de Piranhas-RN,1
2024-07-30,Rede Luxo,237,107.86,129.14,WhatsApp,Jardim de Piranhas-RN,3
2024-07-30,Rede Luxo,213,139.29,73.71,Marketplace,São Bento-PB,2
2024-07-30,Rede Infantil,62,40.63,21.37,Marketplace,São Bento-PB,2
2024-07-30,Rede Viagem,111,71.1,39.9,Site,Jardim de Piranhas-RN,3
2024-07-30,Rede Casal,130,82.43,47.57,Loja Física,Fortaleza-CE,3
2024-07-31,Rede Luxo,216,140.9,75.1,Marketplace,Fortaleza-CE,2
2024-07-31,Rede Viagem,104,57.22,46.78,Instagram,Brejo do Cruz-PB,2
2024-07-31,Rede Viagem,122,53.11,68.89,Instagram,Brejo do Cruz-PB,1
2024-07-31,Rede Casal,132,76.68,55.32,Instagram,Fortaleza-CE,2
2024-07-31,Rede Casal,130,84.51,45.49,WhatsApp,Jardim de Piranhas-RN,3
2024-07-31,Rede Casal,163,66.78,96.22,Loja Física,Fortaleza-CE,1
2024-07-31,Rede Casal,154,86.33,67.67,Loja Física,João Pessoa-PB,3
2024-07-31,Rede Infantil,79,40.38,38.62,Site,São Bento-PB,1
2024-07-31,Rede Viagem,132,62.45,69.55,Site,Jardim de Piranhas-RN,2
2024-07-31,Rede Tradicional,96,43.14,52.86,Marketplace,Fortaleza-CE,4
2024-07-31,Rede Viagem,118,59.92,58.08,Site,João Pessoa-PB,2
2024-07-31,Rede Luxo,210,108.27,101.73,Site,Brejo do Cruz-PB,3
2024-07-31,Rede Casal,144,89.08,54.92,Marketplace,São Bento-PB,3
2024-07-31,Rede Infantil,68,33.19,34.81,Instagram,Fortaleza-CE,4
2024-07-31,Rede Tradicional,103,43.14,59.86,Instagram,Fortaleza-CE,2
2024-07-31,Rede Infantil,88,39.55,48.45,Site,São Bento-PB,2
2024-08-01,Rede Viagem,127,67.3,59.7,Loja Física,Fortaleza-CE,3
2024-08-01,Rede Infantil,70,39.38,30.62,Loja Física,São Bento-PB,4
2024-08-01,Rede Casal,143,73.36,69.64,Marketplace,Brejo do Cruz-PB,4
2024-08-01,Rede Casal,132,83.3,48.7,Site,Fortaleza-CE,3
2024-08-01,Rede Casal,148,66.09,81.91,WhatsApp,João Pessoa-PB,4
2024-08-01,Rede Viagem,123,61.42,61.58,Loja Física,João Pessoa-PB,1
2024-08-01,Rede Casal,140,90.61,49.39,Marketplace,São Bento-PB,3
2024-08-01,Rede Luxo,232,142.09,89.91,Marketplace,São Bento-PB,1
2024-08-02,Rede Viagem,103,66.13,36.87,Loja Física,São Bento-PB,4
2024-08-02,Rede Casal,155,66.31,88.69,WhatsApp,João Pessoa-PB,2
2024-08-02,Rede Infantil,77,39.35,37.65,Site,João Pessoa-PB,1
2024-08-02,Rede Luxo,225,128.04,96.96,Site,Fortaleza-CE,4
2024-08-02,Rede Tradicional,110,40.68,69.32,Instagram,Fortaleza-CE,1
2024-08-02,Rede Infantil,69,43.15,25.85,Instagram,João Pessoa-PB,2
2024-08-02,Rede Casal,148,82.6,65.4,WhatsApp,Jardim de Piranhas-RN,2
2024-08-02,Rede Luxo,226,138.49,87.51,Marketplace,João Pessoa-PB,1
2024-08-02,Rede Luxo,219,114.36,104.64,Site,Brejo do Cruz-PB,4
2024-08-02,Rede Luxo,218,140.02,77.98,Site,São Bento-PB,2
2024-08-02,Rede Viagem,106,55.17,50.83,WhatsApp,Brejo do Cruz-PB,3
2024-08-02,Rede Tradicional,109,48.74,60.26,WhatsApp,João Pessoa-PB,4
2024-08-03,Rede Infantil,79,40.28,38.72,Instagram,São Bento-PB,2
2024-08-03,Rede Casal,164,65.51,98.49,WhatsApp,São Bento-PB,4
2024-08-03,Rede Tradicional,103,48.93,54.07,Loja Física,Brejo do Cruz-PB,2
2024-08-03,Rede Casal,143,81.0,62.0,WhatsApp,João Pessoa-PB,2
2024-08-03,Rede Luxo,222,100.05,121.95,Marketplace,João Pessoa-PB,4
2024-08-03,Rede Tradicional,98,47.5,50.5,Instagram,João Pessoa-PB,3
2024-08-03,Rede Infantil,84,43.51,40.49,Loja Física,Jardim de Piranhas-RN,4
2024-08-03,Rede Luxo,244,127.38,116.62,Loja Física,João Pessoa-PB,3
2024-08-03,Rede Casal,151,65.73,85.27,Instagram,Jardim de Piranhas-RN,1
2024-08-03,Rede Luxo,211,114.39,96.61,Loja Física,João Pessoa-PB,2
2024-08-03,Rede Infantil,69,43.23,25.77,Site,Brejo do Cruz-PB,3
2024-08-03,Rede Infantil,65,37.57,27.43,Instagram,Brejo do Cruz-PB,2
2024-08-03,Rede Viagem,118,53.36,64.64,Marketplace,São Bento-PB,4
2024-08-03,Rede Casal,164,86.96,77.04,Loja Física,Jardim de Piranhas-RN,4
2024-08-04,Rede Luxo,221,112.11,108.89,WhatsApp,Fortaleza-CE,2
2024-08-04,Rede Viagem,124,59.0,65.0,Instagram,Fortaleza-CE,4
2024-08-04,Rede Tradicional,102,43.49,58.51,Instagram,Jardim de Piranhas-RN,3
2024-08-04,Rede Tradicional,111,41.0,70.0,WhatsApp,Jardim de Piranhas-RN,1
2024-08-04,Rede Infantil,66,41.28,24.72,WhatsApp,João Pessoa-PB,3
2024-08-04,Rede Luxo,226,138.3,87.7,Instagram,São Bento-PB,1
2024-08-04,Rede Viagem,123,59.39,63.61,Instagram,São Bento-PB,1
2024-08-04,Rede Tradicional,114,41.22,72.78,Marketplace,São Bento-PB,2
2024-08-04,Rede Luxo,219,122.48,96.52,Instagram,São Bento-PB,2
2024-08-04,Rede Casal,156,74.98,81.02,Loja Física,Fortaleza-CE,4
2024-08-04,Rede Casal,142,81.3,60.7,Instagram,Fortaleza-CE,3
2024-08-04,Rede Tradicional,110,44.58,65.42,Site,São Bento-PB,4
2024-08-04,Rede Casal,159,83.27,75.73,Instagram,Brejo do Cruz-PB,3
2024-08-04,Rede Infantil,85,32.02,52.98,Site,Jardim de Piranhas-RN,4
2024-08-04,Rede Viagem,133,57.64,75.36,Instagram,São Bento-PB,4
2024-08-04,Rede Viagem,123,56.03,66.97,Marketplace,João Pessoa-PB,2
2024-08-04,Rede Viagem,100,56.25,43.75,Loja Física,Brejo do Cruz-PB,2
2024-08-04,Rede Casal,144,72.09,71.91,WhatsApp,João Pessoa-PB,3
2024-08-04,Rede Tradicional,103,51.07,51.93,Marketplace,Fortaleza-CE,4
2024-08-05,Rede Casal,136,85.19,50.81,Instagram,João Pessoa-PB,4
2024-08-05,Rede Tradicional,114,58.2,55.8,WhatsApp,Brejo do Cruz-PB,1
2024-08-05,Rede Luxo,228,140.89,87.11,Instagram,São Bento-PB,4
2024-08-05,Rede Infantil,91,42.09,48.91,WhatsApp,Jardim de Piranhas-RN,3
2024-08-05,Rede Viagem,131,49.77,81.23,Site,Fortaleza-CE,4
2024-08-05,Rede Viagem,101,66.77,34.23,Instagram,Brejo do Cruz-PB,1
2024-08-05,Rede Tradicional,98,51.05,46.95,Site,Fortaleza-CE,4
2024-08-05,Rede Tradicional,86,55.16,30.84,Loja Física,São Bento-PB,3
2024-08-05,Rede Luxo,229,135.68,93.32,WhatsApp,Brejo do Cruz-PB,1
2024-08-05,Rede Viagem,134,52.07,81.93,Site,Brejo do Cruz-PB,4
2024-08-05,Rede Infantil,71,35.75,35.25,Loja Física,Fortaleza-CE,2
2024-08-06,Rede Casal,140,63.81,76.19,Marketplace,São Bento-PB,3
2024-08-06,Rede Infantil,75,37.2,37.8,WhatsApp,São Bento-PB,4
2024-08-06,Rede Viagem,122,59.25,62.75,Site,João Pessoa-PB,4
2024-08-06,Rede Tradicional,105,55.4,49.6,Instagram,Fortaleza-CE,3
2024-08-06,Rede Tradicional,104,50.19,53.81,Site,Fortaleza-CE,2
2024-08-06,Rede Casal,150,68.13,81.87,WhatsApp,Brejo do Cruz-PB,1
2024-08-06,Rede Luxo,221,107.12,113.88,Marketplace,Brejo do Cruz-PB,3
2024-08-06,Rede Luxo,223,139.45,83.55,Marketplace,João Pessoa-PB,4
2024-08-06,Rede Luxo,240,114.68,125.32,Instagram,São Bento-PB,4
2024-08-06,Rede Casal,142,69.96,72.04,Marketplace,Jardim de Piranhas-RN,2
2024-08-06,Rede Viagem,102,69.17,32.83,Instagram,São Bento-PB,1
2024-08-06,Rede Tradicional,85,43.58,41.42,WhatsApp,Jardim de Piranhas-RN,4
2024-08-06,Rede Casal,134,66.2,67.8,Marketplace,Jardim de Piranhas-RN,3
2024-08-06,Rede Casal,138,69.81,68.19,Site,Fortaleza-CE,3
2024-08-06,Rede Viagem,104,56.36,47.64,Site,João Pessoa-PB,2
2024-08-06,Rede Tradicional,98,58.38,39.62,Marketplace,Brejo do Cruz-PB,2
2024-08-06,Rede Infantil,62,38.84,23.16,Marketplace,Fortaleza-CE,3
2024-08-06,Rede Viagem,114,58.71,55.29,Site,São Bento-PB,2
2024-08-06,Rede Casal,152,65.05,86.95,Instagram,São Bento-PB,1
2024-08-07,Rede Tradicional,104,44.28,59.72,Site,Brejo do Cruz-PB,4
2024-08-07,Rede Casal,148,80.27,67.73,Site,Jardim de Piranhas-RN,1
2024-08-07,Rede Casal,148,75.47,72.53,Marketplace,Jardim de Piranhas-RN,3
2024-08-07,Rede Tradicional,82,45.58,36.42,Site,São Bento-PB,2
2024-08-07,Rede Luxo,226,126.75,99.25,Loja Física,São Bento-PB,3
2024-08-07,Rede Tradicional,81,55.96,25.04,WhatsApp,São Bento-PB,3
2024-08-07,Rede Luxo,214,140.29,73.71,Site,Jardim de Piranhas-RN,4
2024-08-07,Rede Luxo,231,119.64,111.36,Site,Brejo do Cruz-PB,1
2024-08-07,Rede Luxo,222,119.49,102.51,Instagram,João Pessoa-PB,1
2024-08-07,Rede Infantil,80,45.25,34.75,Loja Física,João Pessoa-PB,1
2024-08-07,Rede Tradicional,113,44.63,68.37,Site,São Bento-PB,1
2024-08-07,Rede Viagem,106,53.54,52.46,Marketplace,João Pessoa-PB,1
2024-08-07,Rede Infantil,65,33.93,31.07,Instagram,Brejo do Cruz-PB,4
2024-08-07,Rede Tradicional,113,54.19,58.81,WhatsApp,Fortaleza-CE,2
2024-08-07,Rede Casal,152,81.47,70.53,Loja Física,Jardim de Piranhas-RN,4
2024-08-07,Rede Casal,160,76.11,83.89,Loja Física,Fortaleza-CE,2
2024-08-08,Rede Luxo,216,110.57,105.43,Loja Física,São Bento-PB,2
2024-08-08,Rede Infantil,63,41.29,21.71,WhatsApp,São Bento-PB,1
2024-08-08,Rede Luxo,227,106.9,120.1,Instagram,Fortaleza-CE,1
2024-08-08,Rede Infantil,76,32.14,43.86,Marketplace,São Bento-PB,1
2024-08-08,Rede Casal,133,79.6,53.4,Marketplace,Brejo do Cruz-PB,3
2024-08-08,Rede Luxo,224,135.74,88.26,Marketplace,João Pessoa-PB,1
2024-08-08,Rede Tradicional,108,43.86,64.14,Instagram,São Bento-PB,4
2024-08-08,Rede Tradicional,95,40.81,54.19,Loja Física,João Pessoa-PB,3
2024-08-08,Rede Casal,140,81.96,58.04,WhatsApp,Brejo do Cruz-PB,4
